,ID,prediction
2,2019 X 9 X C1411 X AS27139,2
0,2019 X 7 X C1411 X AS42018,0
1,2019 X 8 X C1411 X AS42018,0
2,2019 X 9 X C1411 X AS42018,1
0,2019 X 7 X C1411 X AS46000,0
1,2019 X 8 X C1411 X AS46000,0
2,2019 X 9 X C1411 X AS46000,0
0,2019 X 7 X C1413 X AS17005,0
1,2019 X 8 X C1413 X AS17005,0
2,2019 X 9 X C1413 X AS17005,0
0,2019 X 7 X C1413 X AS21126,0
1,2019 X 8 X C1413 X AS21126,0
2,2019 X 9 X C1413 X AS21126,0
0,2019 X 7 X C1413 X AS27000,0
1,2019 X 8 X C1413 X AS27000,19
2,2019 X 9 X C1413 X AS27000,23
0,2019 X 7 X C1413 X AS27132,0
1,2019 X 8 X C1413 X AS27132,0
2,2019 X 9 X C1413 X AS27132,0
0,2019 X 7 X C1413 X AS27133,0
1,2019 X 8 X C1413 X AS27133,19
2,2019 X 9 X C1413 X AS27133,0
0,2019 X 7 X C1413 X AS27134,16
1,2019 X 8 X C1413 X AS27134,1
2,2019 X 9 X C1413 X AS27134,0
0,2019 X 7 X C1413 X AS27137,8
1,2019 X 8 X C1413 X AS27137,0
2,2019 X 9 X C1413 X AS27137,4
0,2019 X 7 X C1413 X AS27138,3
1,2019 X 8 X C1413 X AS27138,6
2,2019 X 9 X C1413 X AS27138,5
0,2019 X 7 X C1413 X AS27139,0
1,2019 X 8 X C1413 X AS27139,0
2,2019 X 9 X C1413 X AS27139,0
0,2019 X 7 X C1413 X AS42018,0
1,2019 X 8 X C1413 X AS42018,0
2,2019 X 9 X C1413 X AS42018,0
0,2019 X 7 X C1413 X AS46000,0
1,2019 X 8 X C1413 X AS46000,0
2,2019 X 9 X C1413 X AS46000,0
0,2019 X 7 X C1679 X AS17005,0
1,2019 X 8 X C1679 X AS17005,0
2,2019 X 9 X C1679 X AS17005,0
0,2019 X 7 X C1679 X AS21126,0
1,2019 X 8 X C1679 X AS21126,0
2,2019 X 9 X C1679 X AS21126,0
0,2019 X 7 X C1679 X AS27000,0
1,2019 X 8 X C1679 X AS27000,0
2,2019 X 9 X C1679 X AS27000,1
0,2019 X 7 X C1679 X AS27132,0
1,2019 X 8 X C1679 X AS27132,0
2,2019 X 9 X C1679 X AS27132,0
0,2019 X 7 X C1679 X AS27133,6
1,2019 X 8 X C1679 X AS27133,0
2,2019 X 9 X C1679 X AS27133,14
0,2019 X 7 X C1679 X AS27134,51
1,2019 X 8 X C1679 X AS27134,0
2,2019 X 9 X C1679 X AS27134,17
0,2019 X 7 X C1679 X AS27137,0
1,2019 X 8 X C1679 X AS27137,0
2,2019 X 9 X C1679 X AS27137,0
0,2019 X 7 X C1679 X AS27138,0
1,2019 X 8 X C1679 X AS27138,0
2,2019 X 9 X C1679 X AS27138,0
0,2019 X 7 X C1679 X AS27139,0
1,2019 X 8 X C1679 X AS27139,0
2,2019 X 9 X C1679 X AS27139,0
0,2019 X 7 X C1679 X AS42018,0
1,2019 X 8 X C1679 X AS42018,0
2,2019 X 9 X C1679 X AS42018,0
0,2019 X 7 X C1679 X AS46000,48
1,2019 X 8 X C1679 X AS46000,39
2,2019 X 9 X C1679 X AS46000,18
0,2019 X 7 X C1681 X AS17005,0
1,2019 X 8 X C1681 X AS17005,0
2,2019 X 9 X C1681 X AS17005,1
0,2019 X 7 X C1681 X AS21126,0
1,2019 X 8 X C1681 X AS21126,0
2,2019 X 9 X C1681 X AS21126,0
0,2019 X 7 X C1681 X AS27000,3
1,2019 X 8 X C1681 X AS27000,16
2,2019 X 9 X C1681 X AS27000,25
0,2019 X 7 X C1681 X AS27132,15
1,2019 X 8 X C1681 X AS27132,20
2,2019 X 9 X C1681 X AS27132,1
0,2019 X 7 X C1681 X AS27133,126
1,2019 X 8 X C1681 X AS27133,53
2,2019 X 9 X C1681 X AS27133,76
0,2019 X 7 X C1681 X AS27134,0
1,2019 X 8 X C1681 X AS27134,93
2,2019 X 9 X C1681 X AS27134,7
0,2019 X 7 X C1681 X AS27137,12
1,2019 X 8 X C1681 X AS27137,0
2,2019 X 9 X C1681 X AS27137,0
0,2019 X 7 X C1681 X AS27138,24
1,2019 X 8 X C1681 X AS27138,31
2,2019 X 9 X C1681 X AS27138,0
0,2019 X 7 X C1681 X AS27139,0
1,2019 X 8 X C1681 X AS27139,0
2,2019 X 9 X C1681 X AS27139,0
0,2019 X 7 X C1681 X AS42018,0
1,2019 X 8 X C1681 X AS42018,0
2,2019 X 9 X C1681 X AS42018,0
0,2019 X 7 X C1681 X AS46000,0
1,2019 X 8 X C1681 X AS46000,0
2,2019 X 9 X C1681 X AS46000,0
0,2019 X 7 X C1701 X AS17005,0
1,2019 X 8 X C1701 X AS17005,0
2,2019 X 9 X C1701 X AS17005,0
0,2019 X 7 X C1701 X AS21126,0
1,2019 X 8 X C1701 X AS21126,0
2,2019 X 9 X C1701 X AS21126,0
0,2019 X 7 X C1701 X AS27000,0
1,2019 X 8 X C1701 X AS27000,0
2,2019 X 9 X C1701 X AS27000,0
0,2019 X 7 X C1701 X AS27132,0
1,2019 X 8 X C1701 X AS27132,0
2,2019 X 9 X C1701 X AS27132,0
0,2019 X 7 X C1701 X AS27133,0
1,2019 X 8 X C1701 X AS27133,0
2,2019 X 9 X C1701 X AS27133,0
0,2019 X 7 X C1701 X AS27134,0
1,2019 X 8 X C1701 X AS27134,0
2,2019 X 9 X C1701 X AS27134,0
0,2019 X 7 X C1701 X AS27137,0
1,2019 X 8 X C1701 X AS27137,0
2,2019 X 9 X C1701 X AS27137,0
0,2019 X 7 X C1701 X AS27138,0
1,2019 X 8 X C1701 X AS27138,0
2,2019 X 9 X C1701 X AS27138,0
0,2019 X 7 X C1701 X AS27139,0
1,2019 X 8 X C1701 X AS27139,0
2,2019 X 9 X C1701 X AS27139,0
0,2019 X 7 X C1701 X AS42018,0
1,2019 X 8 X C1701 X AS42018,0
2,2019 X 9 X C1701 X AS42018,0
0,2019 X 7 X C1701 X AS46000,0
1,2019 X 8 X C1701 X AS46000,0
2,2019 X 9 X C1701 X AS46000,0
0,2019 X 7 X C1745 X AS17005,0
1,2019 X 8 X C1745 X AS17005,0
2,2019 X 9 X C1745 X AS17005,0
0,2019 X 7 X C1745 X AS21126,0
1,2019 X 8 X C1745 X AS21126,0
2,2019 X 9 X C1745 X AS21126,0
0,2019 X 7 X C1745 X AS27000,0
1,2019 X 8 X C1745 X AS27000,0
2,2019 X 9 X C1745 X AS27000,0
0,2019 X 7 X C1745 X AS27132,0
1,2019 X 8 X C1745 X AS27132,0
2,2019 X 9 X C1745 X AS27132,0
0,2019 X 7 X C1745 X AS27133,0
1,2019 X 8 X C1745 X AS27133,2
2,2019 X 9 X C1745 X AS27133,4
0,2019 X 7 X C1745 X AS27134,0
1,2019 X 8 X C1745 X AS27134,0
2,2019 X 9 X C1745 X AS27134,0
0,2019 X 7 X C1745 X AS27137,1
1,2019 X 8 X C1745 X AS27137,0
2,2019 X 9 X C1745 X AS27137,1
0,2019 X 7 X C1745 X AS27138,0
1,2019 X 8 X C1745 X AS27138,0
2,2019 X 9 X C1745 X AS27138,1
0,2019 X 7 X C1745 X AS27139,0
1,2019 X 8 X C1745 X AS27139,0
2,2019 X 9 X C1745 X AS27139,0
0,2019 X 7 X C1745 X AS42018,0
1,2019 X 8 X C1745 X AS42018,0
2,2019 X 9 X C1745 X AS42018,0
0,2019 X 7 X C1745 X AS46000,0
1,2019 X 8 X C1745 X AS46000,0
2,2019 X 9 X C1745 X AS46000,11
0,2019 X 7 X C2002 X AS17005,0
1,2019 X 8 X C2002 X AS17005,0
2,2019 X 9 X C2002 X AS17005,0
0,2019 X 7 X C2002 X AS21126,0
1,2019 X 8 X C2002 X AS21126,0
2,2019 X 9 X C2002 X AS21126,0
0,2019 X 7 X C2002 X AS27000,1
1,2019 X 8 X C2002 X AS27000,3
2,2019 X 9 X C2002 X AS27000,2
0,2019 X 7 X C2002 X AS27132,3
1,2019 X 8 X C2002 X AS27132,0
2,2019 X 9 X C2002 X AS27132,0
0,2019 X 7 X C2002 X AS27133,37
1,2019 X 8 X C2002 X AS27133,16
2,2019 X 9 X C2002 X AS27133,0
0,2019 X 7 X C2002 X AS27134,0
1,2019 X 8 X C2002 X AS27134,0
2,2019 X 9 X C2002 X AS27134,0
0,2019 X 7 X C2002 X AS27137,6
1,2019 X 8 X C2002 X AS27137,2
2,2019 X 9 X C2002 X AS27137,0
0,2019 X 7 X C2002 X AS27138,1
1,2019 X 8 X C2002 X AS27138,0
2,2019 X 9 X C2002 X AS27138,12
0,2019 X 7 X C2002 X AS27139,0
1,2019 X 8 X C2002 X AS27139,0
2,2019 X 9 X C2002 X AS27139,0
0,2019 X 7 X C2002 X AS42018,0
1,2019 X 8 X C2002 X AS42018,0
2,2019 X 9 X C2002 X AS42018,0
0,2019 X 7 X C2002 X AS46000,13
1,2019 X 8 X C2002 X AS46000,0
2,2019 X 9 X C2002 X AS46000,0
0,2019 X 7 X C2003 X AS17005,0
1,2019 X 8 X C2003 X AS17005,2
2,2019 X 9 X C2003 X AS17005,0
0,2019 X 7 X C2003 X AS21126,0
1,2019 X 8 X C2003 X AS21126,0
2,2019 X 9 X C2003 X AS21126,0
0,2019 X 7 X C2003 X AS27000,49
1,2019 X 8 X C2003 X AS27000,28
2,2019 X 9 X C2003 X AS27000,42
0,2019 X 7 X C2003 X AS27132,15
1,2019 X 8 X C2003 X AS27132,38
2,2019 X 9 X C2003 X AS27132,0
0,2019 X 7 X C2003 X AS27133,44
1,2019 X 8 X C2003 X AS27133,59
2,2019 X 9 X C2003 X AS27133,0
0,2019 X 7 X C2003 X AS27134,0
1,2019 X 8 X C2003 X AS27134,5
2,2019 X 9 X C2003 X AS27134,0
0,2019 X 7 X C2003 X AS27137,0
1,2019 X 8 X C2003 X AS27137,31
2,2019 X 9 X C2003 X AS27137,19
0,2019 X 7 X C2003 X AS27138,0
1,2019 X 8 X C2003 X AS27138,4
2,2019 X 9 X C2003 X AS27138,0
0,2019 X 7 X C2003 X AS27139,0
1,2019 X 8 X C2003 X AS27139,0
2,2019 X 9 X C2003 X AS27139,0
0,2019 X 7 X C2003 X AS42018,0
1,2019 X 8 X C2003 X AS42018,0
2,2019 X 9 X C2003 X AS42018,0
0,2019 X 7 X C2003 X AS46000,26
1,2019 X 8 X C2003 X AS46000,0
2,2019 X 9 X C2003 X AS46000,27
0,2019 X 7 X C2004 X AS17005,0
1,2019 X 8 X C2004 X AS17005,0
2,2019 X 9 X C2004 X AS17005,0
0,2019 X 7 X C2004 X AS21126,0
1,2019 X 8 X C2004 X AS21126,0
2,2019 X 9 X C2004 X AS21126,0
0,2019 X 7 X C2004 X AS27000,105
1,2019 X 8 X C2004 X AS27000,98
2,2019 X 9 X C2004 X AS27000,130
0,2019 X 7 X C2004 X AS27132,12
1,2019 X 8 X C2004 X AS27132,2
2,2019 X 9 X C2004 X AS27132,0
0,2019 X 7 X C2004 X AS27133,154
1,2019 X 8 X C2004 X AS27133,132
2,2019 X 9 X C2004 X AS27133,160
0,2019 X 7 X C2004 X AS27134,27
1,2019 X 8 X C2004 X AS27134,13
2,2019 X 9 X C2004 X AS27134,17
0,2019 X 7 X C2004 X AS27137,18
1,2019 X 8 X C2004 X AS27137,9
2,2019 X 9 X C2004 X AS27137,2
0,2019 X 7 X C2004 X AS27138,19
1,2019 X 8 X C2004 X AS27138,33
2,2019 X 9 X C2004 X AS27138,19
0,2019 X 7 X C2004 X AS27139,0
1,2019 X 8 X C2004 X AS27139,0
2,2019 X 9 X C2004 X AS27139,0
0,2019 X 7 X C2004 X AS42018,0
1,2019 X 8 X C2004 X AS42018,0
2,2019 X 9 X C2004 X AS42018,0
0,2019 X 7 X C2004 X AS46000,0
1,2019 X 8 X C2004 X AS46000,0
2,2019 X 9 X C2004 X AS46000,0
0,2019 X 7 X C2005 X AS17005,0
1,2019 X 8 X C2005 X AS17005,0
2,2019 X 9 X C2005 X AS17005,0
0,2019 X 7 X C2005 X AS21126,0
1,2019 X 8 X C2005 X AS21126,0
2,2019 X 9 X C2005 X AS21126,0
0,2019 X 7 X C2005 X AS27000,37
1,2019 X 8 X C2005 X AS27000,0
2,2019 X 9 X C2005 X AS27000,143
0,2019 X 7 X C2005 X AS27132,0
1,2019 X 8 X C2005 X AS27132,0
2,2019 X 9 X C2005 X AS27132,0
0,2019 X 7 X C2005 X AS27133,0
1,2019 X 8 X C2005 X AS27133,92
2,2019 X 9 X C2005 X AS27133,97
0,2019 X 7 X C2005 X AS27134,0
1,2019 X 8 X C2005 X AS27134,22
2,2019 X 9 X C2005 X AS27134,134
0,2019 X 7 X C2005 X AS27137,17
1,2019 X 8 X C2005 X AS27137,14
2,2019 X 9 X C2005 X AS27137,13
0,2019 X 7 X C2005 X AS27138,0
1,2019 X 8 X C2005 X AS27138,0
2,2019 X 9 X C2005 X AS27138,0
0,2019 X 7 X C2005 X AS27139,0
1,2019 X 8 X C2005 X AS27139,0
2,2019 X 9 X C2005 X AS27139,0
0,2019 X 7 X C2005 X AS42018,0
1,2019 X 8 X C2005 X AS42018,0
2,2019 X 9 X C2005 X AS42018,0
0,2019 X 7 X C2005 X AS46000,84
1,2019 X 8 X C2005 X AS46000,406
2,2019 X 9 X C2005 X AS46000,0
0,2019 X 7 X C2006 X AS17005,0
1,2019 X 8 X C2006 X AS17005,0
2,2019 X 9 X C2006 X AS17005,0
0,2019 X 7 X C2006 X AS21126,0
1,2019 X 8 X C2006 X AS21126,0
2,2019 X 9 X C2006 X AS21126,0
0,2019 X 7 X C2006 X AS27000,109
1,2019 X 8 X C2006 X AS27000,20
2,2019 X 9 X C2006 X AS27000,0
0,2019 X 7 X C2006 X AS27132,17
1,2019 X 8 X C2006 X AS27132,0
2,2019 X 9 X C2006 X AS27132,16
0,2019 X 7 X C2006 X AS27133,345
1,2019 X 8 X C2006 X AS27133,149
2,2019 X 9 X C2006 X AS27133,54
0,2019 X 7 X C2006 X AS27134,46
1,2019 X 8 X C2006 X AS27134,5
2,2019 X 9 X C2006 X AS27134,259
0,2019 X 7 X C2006 X AS27137,2
1,2019 X 8 X C2006 X AS27137,27
2,2019 X 9 X C2006 X AS27137,30
0,2019 X 7 X C2006 X AS27138,4
1,2019 X 8 X C2006 X AS27138,2
2,2019 X 9 X C2006 X AS27138,5
0,2019 X 7 X C2006 X AS27139,4
1,2019 X 8 X C2006 X AS27139,0
2,2019 X 9 X C2006 X AS27139,8
0,2019 X 7 X C2006 X AS42018,0
1,2019 X 8 X C2006 X AS42018,0
2,2019 X 9 X C2006 X AS42018,0
0,2019 X 7 X C2006 X AS46000,80
1,2019 X 8 X C2006 X AS46000,0
2,2019 X 9 X C2006 X AS46000,38
0,2019 X 7 X C2007 X AS17005,0
1,2019 X 8 X C2007 X AS17005,0
2,2019 X 9 X C2007 X AS17005,0
0,2019 X 7 X C2007 X AS21126,0
1,2019 X 8 X C2007 X AS21126,0
2,2019 X 9 X C2007 X AS21126,0
0,2019 X 7 X C2007 X AS27000,0
1,2019 X 8 X C2007 X AS27000,33
2,2019 X 9 X C2007 X AS27000,78
0,2019 X 7 X C2007 X AS27132,0
1,2019 X 8 X C2007 X AS27132,7
2,2019 X 9 X C2007 X AS27132,185
0,2019 X 7 X C2007 X AS27133,99
1,2019 X 8 X C2007 X AS27133,0
2,2019 X 9 X C2007 X AS27133,25
0,2019 X 7 X C2007 X AS27134,8
1,2019 X 8 X C2007 X AS27134,0
2,2019 X 9 X C2007 X AS27134,8
0,2019 X 7 X C2007 X AS27137,24
1,2019 X 8 X C2007 X AS27137,0
2,2019 X 9 X C2007 X AS27137,16
0,2019 X 7 X C2007 X AS27138,5
1,2019 X 8 X C2007 X AS27138,0
2,2019 X 9 X C2007 X AS27138,5
0,2019 X 7 X C2007 X AS27139,0
1,2019 X 8 X C2007 X AS27139,0
2,2019 X 9 X C2007 X AS27139,0
0,2019 X 7 X C2007 X AS42018,0
1,2019 X 8 X C2007 X AS42018,0
2,2019 X 9 X C2007 X AS42018,0
0,2019 X 7 X C2007 X AS46000,0
1,2019 X 8 X C2007 X AS46000,0
2,2019 X 9 X C2007 X AS46000,0
0,2019 X 7 X C2008 X AS17005,0
1,2019 X 8 X C2008 X AS17005,0
2,2019 X 9 X C2008 X AS17005,0
0,2019 X 7 X C2008 X AS21126,0
1,2019 X 8 X C2008 X AS21126,0
2,2019 X 9 X C2008 X AS21126,0
0,2019 X 7 X C2008 X AS27000,0
1,2019 X 8 X C2008 X AS27000,1
2,2019 X 9 X C2008 X AS27000,1
0,2019 X 7 X C2008 X AS27132,0
1,2019 X 8 X C2008 X AS27132,1
2,2019 X 9 X C2008 X AS27132,2
0,2019 X 7 X C2008 X AS27133,19
1,2019 X 8 X C2008 X AS27133,4
2,2019 X 9 X C2008 X AS27133,14
0,2019 X 7 X C2008 X AS27134,0
1,2019 X 8 X C2008 X AS27134,0
2,2019 X 9 X C2008 X AS27134,0
0,2019 X 7 X C2008 X AS27137,42
1,2019 X 8 X C2008 X AS27137,20
2,2019 X 9 X C2008 X AS27137,13
0,2019 X 7 X C2008 X AS27138,0
1,2019 X 8 X C2008 X AS27138,1
2,2019 X 9 X C2008 X AS27138,5
0,2019 X 7 X C2008 X AS27139,0
1,2019 X 8 X C2008 X AS27139,0
2,2019 X 9 X C2008 X AS27139,1
0,2019 X 7 X C2008 X AS42018,0
1,2019 X 8 X C2008 X AS42018,0
2,2019 X 9 X C2008 X AS42018,0
0,2019 X 7 X C2008 X AS46000,0
1,2019 X 8 X C2008 X AS46000,0
2,2019 X 9 X C2008 X AS46000,97
0,2019 X 7 X C2009 X AS17005,0
1,2019 X 8 X C2009 X AS17005,4
2,2019 X 9 X C2009 X AS17005,6
0,2019 X 7 X C2009 X AS21126,0
1,2019 X 8 X C2009 X AS21126,0
2,2019 X 9 X C2009 X AS21126,0
0,2019 X 7 X C2009 X AS27000,32
1,2019 X 8 X C2009 X AS27000,0
2,2019 X 9 X C2009 X AS27000,3
0,2019 X 7 X C2009 X AS27132,8
1,2019 X 8 X C2009 X AS27132,0
2,2019 X 9 X C2009 X AS27132,8
0,2019 X 7 X C2009 X AS27133,69
1,2019 X 8 X C2009 X AS27133,1
2,2019 X 9 X C2009 X AS27133,68
0,2019 X 7 X C2009 X AS27134,4
1,2019 X 8 X C2009 X AS27134,2
2,2019 X 9 X C2009 X AS27134,1
0,2019 X 7 X C2009 X AS27137,0
1,2019 X 8 X C2009 X AS27137,0
2,2019 X 9 X C2009 X AS27137,1
0,2019 X 7 X C2009 X AS27138,7
1,2019 X 8 X C2009 X AS27138,0
2,2019 X 9 X C2009 X AS27138,2
0,2019 X 7 X C2009 X AS27139,0
1,2019 X 8 X C2009 X AS27139,0
2,2019 X 9 X C2009 X AS27139,0
0,2019 X 7 X C2009 X AS42018,0
1,2019 X 8 X C2009 X AS42018,0
2,2019 X 9 X C2009 X AS42018,0
0,2019 X 7 X C2009 X AS46000,0
1,2019 X 8 X C2009 X AS46000,0
2,2019 X 9 X C2009 X AS46000,0
0,2019 X 7 X C2010 X AS17005,2
1,2019 X 8 X C2010 X AS17005,1
2,2019 X 9 X C2010 X AS17005,0
0,2019 X 7 X C2010 X AS21126,0
1,2019 X 8 X C2010 X AS21126,0
2,2019 X 9 X C2010 X AS21126,0
0,2019 X 7 X C2010 X AS27000,40
1,2019 X 8 X C2010 X AS27000,29
2,2019 X 9 X C2010 X AS27000,39
0,2019 X 7 X C2010 X AS27132,23
1,2019 X 8 X C2010 X AS27132,9
2,2019 X 9 X C2010 X AS27132,15
0,2019 X 7 X C2010 X AS27133,128
1,2019 X 8 X C2010 X AS27133,51
2,2019 X 9 X C2010 X AS27133,56
0,2019 X 7 X C2010 X AS27134,24
1,2019 X 8 X C2010 X AS27134,19
2,2019 X 9 X C2010 X AS27134,30
0,2019 X 7 X C2010 X AS27137,34
1,2019 X 8 X C2010 X AS27137,24
2,2019 X 9 X C2010 X AS27137,20
0,2019 X 7 X C2010 X AS27138,27
1,2019 X 8 X C2010 X AS27138,27
2,2019 X 9 X C2010 X AS27138,25
0,2019 X 7 X C2010 X AS27139,0
1,2019 X 8 X C2010 X AS27139,0
2,2019 X 9 X C2010 X AS27139,0
0,2019 X 7 X C2010 X AS42018,0
1,2019 X 8 X C2010 X AS42018,0
2,2019 X 9 X C2010 X AS42018,0
0,2019 X 7 X C2010 X AS46000,60
1,2019 X 8 X C2010 X AS46000,19
2,2019 X 9 X C2010 X AS46000,106
0,2019 X 7 X C2011 X AS17005,0
1,2019 X 8 X C2011 X AS17005,0
2,2019 X 9 X C2011 X AS17005,5
0,2019 X 7 X C2011 X AS21126,0
1,2019 X 8 X C2011 X AS21126,0
2,2019 X 9 X C2011 X AS21126,0
0,2019 X 7 X C2011 X AS27000,115
1,2019 X 8 X C2011 X AS27000,0
2,2019 X 9 X C2011 X AS27000,43
0,2019 X 7 X C2011 X AS27132,0
1,2019 X 8 X C2011 X AS27132,2
2,2019 X 9 X C2011 X AS27132,0
0,2019 X 7 X C2011 X AS27133,0
1,2019 X 8 X C2011 X AS27133,26
2,2019 X 9 X C2011 X AS27133,132
0,2019 X 7 X C2011 X AS27134,58
1,2019 X 8 X C2011 X AS27134,0
2,2019 X 9 X C2011 X AS27134,14
0,2019 X 7 X C2011 X AS27137,57
1,2019 X 8 X C2011 X AS27137,107
2,2019 X 9 X C2011 X AS27137,9
0,2019 X 7 X C2011 X AS27138,0
1,2019 X 8 X C2011 X AS27138,206
2,2019 X 9 X C2011 X AS27138,253
0,2019 X 7 X C2011 X AS27139,0
1,2019 X 8 X C2011 X AS27139,0
2,2019 X 9 X C2011 X AS27139,0
0,2019 X 7 X C2011 X AS42018,0
1,2019 X 8 X C2011 X AS42018,0
2,2019 X 9 X C2011 X AS42018,8
0,2019 X 7 X C2011 X AS46000,53
1,2019 X 8 X C2011 X AS46000,0
2,2019 X 9 X C2011 X AS46000,36
0,2019 X 7 X C2015 X AS17005,0
1,2019 X 8 X C2015 X AS17005,0
2,2019 X 9 X C2015 X AS17005,0
0,2019 X 7 X C2015 X AS21126,0
1,2019 X 8 X C2015 X AS21126,0
2,2019 X 9 X C2015 X AS21126,0
0,2019 X 7 X C2015 X AS27000,6
1,2019 X 8 X C2015 X AS27000,0
2,2019 X 9 X C2015 X AS27000,13
0,2019 X 7 X C2015 X AS27132,0
1,2019 X 8 X C2015 X AS27132,2
2,2019 X 9 X C2015 X AS27132,0
0,2019 X 7 X C2015 X AS27133,25
1,2019 X 8 X C2015 X AS27133,8
2,2019 X 9 X C2015 X AS27133,0
0,2019 X 7 X C2015 X AS27134,10
1,2019 X 8 X C2015 X AS27134,0
2,2019 X 9 X C2015 X AS27134,0
0,2019 X 7 X C2015 X AS27137,0
1,2019 X 8 X C2015 X AS27137,17
2,2019 X 9 X C2015 X AS27137,14
0,2019 X 7 X C2015 X AS27138,0
1,2019 X 8 X C2015 X AS27138,15
2,2019 X 9 X C2015 X AS27138,4
0,2019 X 7 X C2015 X AS27139,0
1,2019 X 8 X C2015 X AS27139,0
2,2019 X 9 X C2015 X AS27139,0
0,2019 X 7 X C2015 X AS42018,0
1,2019 X 8 X C2015 X AS42018,0
2,2019 X 9 X C2015 X AS42018,0
0,2019 X 7 X C2015 X AS46000,0
1,2019 X 8 X C2015 X AS46000,0
2,2019 X 9 X C2015 X AS46000,0
0,2019 X 7 X C2016 X AS17005,0
1,2019 X 8 X C2016 X AS17005,0
2,2019 X 9 X C2016 X AS17005,0
0,2019 X 7 X C2016 X AS21126,0
1,2019 X 8 X C2016 X AS21126,0
2,2019 X 9 X C2016 X AS21126,0
0,2019 X 7 X C2016 X AS27000,0
1,2019 X 8 X C2016 X AS27000,5
2,2019 X 9 X C2016 X AS27000,3
0,2019 X 7 X C2016 X AS27132,0
1,2019 X 8 X C2016 X AS27132,24
2,2019 X 9 X C2016 X AS27132,0
0,2019 X 7 X C2016 X AS27133,3
1,2019 X 8 X C2016 X AS27133,0
2,2019 X 9 X C2016 X AS27133,99
0,2019 X 7 X C2016 X AS27134,0
1,2019 X 8 X C2016 X AS27134,0
2,2019 X 9 X C2016 X AS27134,95
0,2019 X 7 X C2016 X AS27137,0
1,2019 X 8 X C2016 X AS27137,0
2,2019 X 9 X C2016 X AS27137,0
0,2019 X 7 X C2016 X AS27138,0
1,2019 X 8 X C2016 X AS27138,0
2,2019 X 9 X C2016 X AS27138,0
0,2019 X 7 X C2016 X AS27139,0
1,2019 X 8 X C2016 X AS27139,0
2,2019 X 9 X C2016 X AS27139,0
0,2019 X 7 X C2016 X AS42018,0
1,2019 X 8 X C2016 X AS42018,0
2,2019 X 9 X C2016 X AS42018,0
0,2019 X 7 X C2016 X AS46000,0
1,2019 X 8 X C2016 X AS46000,0
2,2019 X 9 X C2016 X AS46000,0
0,2019 X 7 X C2017 X AS17005,0
1,2019 X 8 X C2017 X AS17005,0
2,2019 X 9 X C2017 X AS17005,0
0,2019 X 7 X C2017 X AS21126,0
1,2019 X 8 X C2017 X AS21126,0
2,2019 X 9 X C2017 X AS21126,0
0,2019 X 7 X C2017 X AS27000,2
1,2019 X 8 X C2017 X AS27000,2
2,2019 X 9 X C2017 X AS27000,0
0,2019 X 7 X C2017 X AS27132,0
1,2019 X 8 X C2017 X AS27132,4
2,2019 X 9 X C2017 X AS27132,1
0,2019 X 7 X C2017 X AS27133,33
1,2019 X 8 X C2017 X AS27133,25
2,2019 X 9 X C2017 X AS27133,0
0,2019 X 7 X C2017 X AS27134,0
1,2019 X 8 X C2017 X AS27134,0
2,2019 X 9 X C2017 X AS27134,0
0,2019 X 7 X C2017 X AS27137,0
1,2019 X 8 X C2017 X AS27137,0
2,2019 X 9 X C2017 X AS27137,0
0,2019 X 7 X C2017 X AS27138,11
1,2019 X 8 X C2017 X AS27138,7
2,2019 X 9 X C2017 X AS27138,0
0,2019 X 7 X C2017 X AS27139,0
1,2019 X 8 X C2017 X AS27139,0
2,2019 X 9 X C2017 X AS27139,0
0,2019 X 7 X C2017 X AS42018,0
1,2019 X 8 X C2017 X AS42018,0
2,2019 X 9 X C2017 X AS42018,0
0,2019 X 7 X C2017 X AS46000,0
1,2019 X 8 X C2017 X AS46000,0
2,2019 X 9 X C2017 X AS46000,1
0,2019 X 7 X C2041 X AS17005,0
1,2019 X 8 X C2041 X AS17005,0
2,2019 X 9 X C2041 X AS17005,0
0,2019 X 7 X C2041 X AS21126,0
1,2019 X 8 X C2041 X AS21126,0
2,2019 X 9 X C2041 X AS21126,0
0,2019 X 7 X C2041 X AS27000,14
1,2019 X 8 X C2041 X AS27000,3
2,2019 X 9 X C2041 X AS27000,26
0,2019 X 7 X C2041 X AS27132,0
1,2019 X 8 X C2041 X AS27132,1
2,2019 X 9 X C2041 X AS27132,0
0,2019 X 7 X C2041 X AS27133,92
1,2019 X 8 X C2041 X AS27133,0
2,2019 X 9 X C2041 X AS27133,26
0,2019 X 7 X C2041 X AS27134,0
1,2019 X 8 X C2041 X AS27134,0
2,2019 X 9 X C2041 X AS27134,0
0,2019 X 7 X C2041 X AS27137,28
1,2019 X 8 X C2041 X AS27137,56
2,2019 X 9 X C2041 X AS27137,29
0,2019 X 7 X C2041 X AS27138,2
1,2019 X 8 X C2041 X AS27138,1
2,2019 X 9 X C2041 X AS27138,0
0,2019 X 7 X C2041 X AS27139,0
1,2019 X 8 X C2041 X AS27139,0
2,2019 X 9 X C2041 X AS27139,0
0,2019 X 7 X C2041 X AS42018,0
1,2019 X 8 X C2041 X AS42018,0
2,2019 X 9 X C2041 X AS42018,0
0,2019 X 7 X C2041 X AS46000,0
1,2019 X 8 X C2041 X AS46000,0
2,2019 X 9 X C2041 X AS46000,0
0,2019 X 7 X C2047 X AS17005,0
1,2019 X 8 X C2047 X AS17005,0
